id,course_id,dept_id,data_loaded_at
47,24,5,2024-10-08 16:11:56.496826
48,24,7,2024-10-08 16:11:56.496826
49,24,8,2024-10-08 16:11:56.496826
50,25,6,2024-10-08 16:11:56.496826
51,26,2,2024-10-08 16:11:56.496826
52,26,5,2024-10-08 16:11:56.496826
53,26,6,2024-10-08 16:11:56.496826
54,26,7,2024-10-08 16:11:56.496826
55,27,6,2024-10-08 16:11:56.496826
56,28,3,2024-10-08 16:11:56.496826
57,28,6,2024-10-08 16:11:56.496826
58,28,10,2024-10-08 16:11:56.496826
59,28,11,2024-10-08 16:11:56.496826
60,28,12,2024-10-08 16:11:56.496826
61,29,3,2024-10-08 16:11:56.496826
62,29,15,2024-10-08 16:11:56.496826
63,30,8,2024-10-08 16:11:56.496826
64,31,8,2024-10-08 16:11:56.496826
65,32,2,2024-10-08 16:11:56.496826
66,32,7,2024-10-08 16:11:56.496826
67,33,2,2024-10-08 16:11:56.496826
68,33,6,2024-10-08 16:11:56.496826
69,33,7,2024-10-08 16:11:56.496826
70,33,9,2024-10-08 16:11:56.496826
71,34,3,2024-10-08 16:11:56.496826
72,35,2,2024-10-08 16:11:56.496826
73,35,7,2024-10-08 16:11:56.496826
74,35,13,2024-10-08 16:11:56.496826
75,36,2,2024-10-08 16:11:56.496826
76,36,7,2024-10-08 16:11:56.496826
77,36,9,2024-10-08 16:11:56.496826
78,37,3,2024-10-08 16:11:56.496826
79,37,5,2024-10-08 16:11:56.496826
80,37,12,2024-10-08 16:11:56.496826
81,38,3,2024-10-08 16:11:56.496826
82,39,7,2024-10-08 16:11:56.496826
83,40,5,2024-10-08 16:11:56.496826
84,40,6,2024-10-08 16:11:56.496826
85,41,2,2024-10-08 16:11:56.496826
86,41,7,2024-10-08 16:11:56.496826
87,42,2,2024-10-08 16:11:56.496826
88,42,3,2024-10-08 16:11:56.496826
89,42,7,2024-10-08 16:11:56.496826
90,43,10,2024-10-08 16:11:56.496826
91,43,11,2024-10-08 16:11:56.496826
92,43,12,2024-10-08 16:11:56.496826
93,44,2,2024-10-08 16:11:56.496826
94,44,6,2024-10-08 16:11:56.496826
95,44,7,2024-10-08 16:11:56.496826
96,44,9,2024-10-08 16:11:56.496826
97,45,15,2024-10-08 16:11:56.496826
98,46,6,2024-10-08 16:11:56.496826
99,47,15,2024-10-08 16:11:56.496826
100,48,2,2024-10-08 16:11:56.496826
101,48,7,2024-10-08 16:11:56.496826
102,48,9,2024-10-08 16:11:56.496826
103,49,8,2024-10-08 16:11:56.496826
104,50,3,2024-10-08 16:11:56.496826
105,51,5,2024-10-08 16:11:56.496826
106,51,15,2024-10-08 16:11:56.496826
107,52,2,2024-10-08 16:11:56.496826
108,53,6,2024-10-08 16:11:56.496826
109,54,6,2024-10-08 16:11:56.496826
110,55,15,2024-10-08 16:11:56.496826
111,56,15,2024-10-08 16:11:56.496826
112,57,5,2024-10-08 16:11:56.496826
113,57,7,2024-10-08 16:11:56.496826
114,58,6,2024-10-08 16:11:56.496826
115,59,3,2024-10-08 16:11:56.496826
116,59,9,2024-10-08 16:11:56.496826
117,60,3,2024-10-08 16:11:56.496826
118,60,6,2024-10-08 16:11:56.496826
119,61,2,2024-10-08 16:11:56.496826
120,61,9,2024-10-08 16:11:56.496826
121,62,6,2024-10-08 16:11:56.496826
122,63,2,2024-10-08 16:11:56.496826
123,63,7,2024-10-08 16:11:56.496826
124,64,3,2024-10-08 16:11:56.496826
125,64,5,2024-10-08 16:11:56.496826
126,64,6,2024-10-08 16:11:56.496826
127,65,7,2024-10-08 16:11:56.496826
128,66,9,2024-10-08 16:11:56.496826
129,67,6,2024-10-08 16:11:56.496826
130,67,7,2024-10-08 16:11:56.496826
131,68,5,2024-10-08 16:11:56.496826
132,69,2,2024-10-08 16:11:56.496826
133,69,3,2024-10-08 16:11:56.496826
134,69,9,2024-10-08 16:11:56.496826
135,70,2,2024-10-08 16:11:56.496826
136,70,7,2024-10-08 16:11:56.496826
137,71,5,2024-10-08 16:11:56.496826
138,72,6,2024-10-08 16:11:56.496826
139,72,7,2024-10-08 16:11:56.496826
140,72,8,2024-10-08 16:11:56.496826
141,73,9,2024-10-08 16:11:56.496826
142,74,6,2024-10-08 16:11:56.496826
143,75,3,2024-10-08 16:11:56.496826
144,75,4,2024-10-08 16:11:56.496826
145,75,12,2024-10-08 16:11:56.496826
146,76,6,2024-10-08 16:11:56.496826
147,77,14,2024-10-08 16:11:56.496826
148,78,6,2024-10-08 16:11:56.496826
149,79,6,2024-10-08 16:11:56.496826
150,79,8,2024-10-08 16:11:56.496826
151,80,14,2024-10-08 16:11:56.496826
152,81,5,2024-10-08 16:11:56.496826
153,82,6,2024-10-08 16:11:56.496826
154,83,14,2024-10-08 16:11:56.496826
155,84,3,2024-10-08 16:11:56.496826
156,84,13,2024-10-08 16:11:56.496826
157,85,3,2024-10-08 16:11:56.496826
158,85,10,2024-10-08 16:11:56.496826
159,85,11,2024-10-08 16:11:56.496826
160,85,12,2024-10-08 16:11:56.496826
161,86,14,2024-10-08 16:11:56.496826
162,87,5,2024-10-08 16:11:56.496826
163,87,9,2024-10-08 16:11:56.496826
164,88,2,2024-10-08 16:11:56.496826
165,89,5,2024-10-08 16:11:56.496826
166,89,6,2024-10-08 16:11:56.496826
167,89,8,2024-10-08 16:11:56.496826
168,90,5,2024-10-08 16:11:56.496826
169,91,6,2024-10-08 16:11:56.496826
170,92,5,2024-10-08 16:11:56.496826
171,93,15,2024-10-08 16:11:56.496826
172,94,2,2024-10-08 16:11:56.496826
173,94,7,2024-10-08 16:11:56.496826
174,95,5,2024-10-08 16:11:56.496826
175,95,8,2024-10-08 16:11:56.496826
176,96,3,2024-10-08 16:11:56.496826
177,97,5,2024-10-08 16:11:56.496826
178,97,12,2024-10-08 16:11:56.496826
179,98,3,2024-10-08 16:11:56.496826
180,99,3,2024-10-08 16:11:56.496826
181,99,10,2024-10-08 16:11:56.496826
182,99,11,2024-10-08 16:11:56.496826
183,99,12,2024-10-08 16:11:56.496826
184,100,13,2024-10-08 16:11:56.496826
185,101,6,2024-10-08 16:11:56.496826
186,102,15,2024-10-08 16:11:56.496826
187,103,9,2024-10-08 16:11:56.496826
188,103,15,2024-10-08 16:11:56.496826
189,104,6,2024-10-08 16:11:56.496826
190,104,10,2024-10-08 16:11:56.496826
191,104,11,2024-10-08 16:11:56.496826
192,104,12,2024-10-08 16:11:56.496826
193,105,2,2024-10-08 16:11:56.496826
194,105,6,2024-10-08 16:11:56.496826
195,105,9,2024-10-08 16:11:56.496826
196,106,9,2024-10-08 16:11:56.496826
197,107,5,2024-10-08 16:11:56.496826
198,107,8,2024-10-08 16:11:56.496826
199,108,8,2024-10-08 16:11:56.496826
200,109,6,2024-10-08 16:11:56.496826
201,110,4,2024-10-08 16:11:56.496826
202,110,8,2024-10-08 16:11:56.496826
203,111,6,2024-10-08 16:11:56.496826
204,111,7,2024-10-08 16:11:56.496826
205,112,2,2024-10-08 16:11:56.496826
206,112,6,2024-10-08 16:11:56.496826
207,112,7,2024-10-08 16:11:56.496826
208,113,5,2024-10-08 16:11:56.496826
209,114,9,2024-10-08 16:11:56.496826
210,115,3,2024-10-08 16:11:56.496826
211,116,3,2024-10-08 16:11:56.496826
212,116,5,2024-10-08 16:11:56.496826
213,116,10,2024-10-08 16:11:56.496826
214,116,11,2024-10-08 16:11:56.496826
215,116,12,2024-10-08 16:11:56.496826
216,117,10,2024-10-08 16:11:56.496826
217,117,11,2024-10-08 16:11:56.496826
218,117,12,2024-10-08 16:11:56.496826
219,118,3,2024-10-08 16:11:56.496826
220,119,2,2024-10-08 16:11:56.496826
221,119,7,2024-10-08 16:11:56.496826
222,120,5,2024-10-08 16:11:56.496826
223,120,8,2024-10-08 16:11:56.496826
224,121,14,2024-10-08 16:11:56.496826
225,122,2,2024-10-08 16:11:56.496826
226,122,6,2024-10-08 16:11:56.496826
227,122,7,2024-10-08 16:11:56.496826
228,123,3,2024-10-08 16:11:56.496826
229,123,14,2024-10-08 16:11:56.496826
230,124,3,2024-10-08 16:11:56.496826
231,124,14,2024-10-08 16:11:56.496826
232,124,15,2024-10-08 16:11:56.496826
233,125,14,2024-10-08 16:11:56.496826
234,126,6,2024-10-08 16:11:56.496826
235,127,6,2024-10-08 16:11:56.496826
236,128,6,2024-10-08 16:11:56.496826
237,129,3,2024-10-08 16:11:56.496826
238,129,7,2024-10-08 16:11:56.496826
239,129,9,2024-10-08 16:11:56.496826
240,129,10,2024-10-08 16:11:56.496826
241,130,3,2024-10-08 16:11:56.496826
242,130,5,2024-10-08 16:11:56.496826
243,131,2,2024-10-08 16:11:56.496826
244,131,9,2024-10-08 16:11:56.496826
245,132,15,2024-10-08 16:11:56.496826
246,133,3,2024-10-08 16:11:56.496826
247,133,9,2024-10-08 16:11:56.496826
248,134,5,2024-10-08 16:11:56.496826
249,135,14,2024-10-08 16:11:56.496826
250,136,6,2024-10-08 16:11:56.496826
251,137,8,2024-10-08 16:11:56.496826
252,138,2,2024-10-08 16:11:56.496826
253,138,6,2024-10-08 16:11:56.496826
254,138,7,2024-10-08 16:11:56.496826
255,138,9,2024-10-08 16:11:56.496826
256,139,5,2024-10-08 16:11:56.496826
257,140,2,2024-10-08 16:11:56.496826
258,140,7,2024-10-08 16:11:56.496826
259,140,10,2024-10-08 16:11:56.496826
260,140,11,2024-10-08 16:11:56.496826
261,140,12,2024-10-08 16:11:56.496826
262,140,14,2024-10-08 16:11:56.496826
263,141,2,2024-10-08 16:11:56.496826
264,141,3,2024-10-08 16:11:56.496826
265,141,7,2024-10-08 16:11:56.496826
266,142,6,2024-10-08 16:11:56.496826
267,143,9,2024-10-08 16:11:56.496826
268,144,3,2024-10-08 16:11:56.496826
269,144,15,2024-10-08 16:11:56.496826
270,145,6,2024-10-08 16:11:56.496826
271,145,7,2024-10-08 16:11:56.496826
272,146,6,2024-10-08 16:11:56.496826
273,147,2,2024-10-08 16:11:56.496826
274,147,7,2024-10-08 16:11:56.496826
275,148,3,2024-10-08 16:11:56.496826
276,148,6,2024-10-08 16:11:56.496826
277,149,6,2024-10-08 16:11:56.496826
278,150,2,2024-10-08 16:11:56.496826
279,150,6,2024-10-08 16:11:56.496826
280,151,6,2024-10-08 16:11:56.496826
281,151,9,2024-10-08 16:11:56.496826
282,151,13,2024-10-08 16:11:56.496826
283,151,15,2024-10-08 16:11:56.496826
284,152,6,2024-10-08 16:11:56.496826
285,153,3,2024-10-08 16:11:56.496826
286,153,14,2024-10-08 16:11:56.496826
287,154,3,2024-10-08 16:11:56.496826
288,155,7,2024-10-08 16:11:56.496826
289,155,9,2024-10-08 16:11:56.496826
290,156,5,2024-10-08 16:11:56.496826
291,156,6,2024-10-08 16:11:56.496826
292,157,5,2024-10-08 16:11:56.496826
293,157,15,2024-10-08 16:11:56.496826
294,158,3,2024-10-08 16:11:56.496826
295,159,5,2024-10-08 16:11:56.496826
296,159,10,2024-10-08 16:11:56.496826
297,159,11,2024-10-08 16:11:56.496826
298,159,12,2024-10-08 16:11:56.496826
299,160,6,2024-10-08 16:11:56.496826
300,161,6,2024-10-08 16:11:56.496826
301,162,8,2024-10-08 16:11:56.496826
302,163,6,2024-10-08 16:11:56.496826
303,164,4,2024-10-08 16:11:56.496826
304,164,8,2024-10-08 16:11:56.496826
305,165,6,2024-10-08 16:11:56.496826
306,166,6,2024-10-08 16:11:56.496826
307,167,7,2024-10-08 16:11:56.496826
308,168,10,2024-10-08 16:11:56.496826
309,168,11,2024-10-08 16:11:56.496826
310,168,12,2024-10-08 16:11:56.496826
311,169,7,2024-10-08 16:11:56.496826
312,170,7,2024-10-08 16:11:56.496826
313,170,8,2024-10-08 16:11:56.496826
314,171,3,2024-10-08 16:11:56.496826
315,171,10,2024-10-08 16:11:56.496826
316,171,11,2024-10-08 16:11:56.496826
317,171,12,2024-10-08 16:11:56.496826
318,172,2,2024-10-08 16:11:56.496826
319,172,7,2024-10-08 16:11:56.496826
320,173,2,2024-10-08 16:11:56.496826
321,173,9,2024-10-08 16:11:56.496826
322,174,9,2024-10-08 16:11:56.496826
323,175,9,2024-10-08 16:11:56.496826
324,176,3,2024-10-08 16:11:56.496826
325,176,10,2024-10-08 16:11:56.496826
326,176,11,2024-10-08 16:11:56.496826
327,176,12,2024-10-08 16:11:56.496826
328,177,10,2024-10-08 16:11:56.496826
329,177,11,2024-10-08 16:11:56.496826
330,177,12,2024-10-08 16:11:56.496826
331,178,6,2024-10-08 16:11:56.496826
332,178,9,2024-10-08 16:11:56.496826
333,179,5,2024-10-08 16:11:56.496826
334,180,3,2024-10-08 16:11:56.496826
335,180,10,2024-10-08 16:11:56.496826
336,181,5,2024-10-08 16:11:56.496826
337,181,6,2024-10-08 16:11:56.496826
338,182,10,2024-10-08 16:11:56.496826
339,182,11,2024-10-08 16:11:56.496826
340,182,12,2024-10-08 16:11:56.496826
341,183,3,2024-10-08 16:11:56.496826
342,183,9,2024-10-08 16:11:56.496826
343,183,12,2024-10-08 16:11:56.496826
344,184,2,2024-10-08 16:11:56.496826
345,185,6,2024-10-08 16:11:56.496826
346,185,14,2024-10-08 16:11:56.496826
347,186,2,2024-10-08 16:11:56.496826
348,186,3,2024-10-08 16:11:56.496826
349,186,9,2024-10-08 16:11:56.496826
350,187,2,2024-10-08 16:11:56.496826
351,187,7,2024-10-08 16:11:56.496826
352,187,9,2024-10-08 16:11:56.496826
353,188,14,2024-10-08 16:11:56.496826
354,189,3,2024-10-08 16:11:56.496826
355,190,6,2024-10-08 16:11:56.496826
356,191,2,2024-10-08 16:11:56.496826
357,191,4,2024-10-08 16:11:56.496826
358,192,2,2024-10-08 16:11:56.496826
359,192,6,2024-10-08 16:11:56.496826
360,192,7,2024-10-08 16:11:56.496826
361,192,9,2024-10-08 16:11:56.496826
362,193,2,2024-10-08 16:11:56.496826
363,193,3,2024-10-08 16:11:56.496826
364,193,4,2024-10-08 16:11:56.496826
365,193,6,2024-10-08 16:11:56.496826
366,194,2,2024-10-08 16:11:56.496826
367,194,7,2024-10-08 16:11:56.496826
368,195,7,2024-10-08 16:11:56.496826
369,196,6,2024-10-08 16:11:56.496826
370,197,2,2024-10-08 16:11:56.496826
371,197,7,2024-10-08 16:11:56.496826
372,198,9,2024-10-08 16:11:56.496826
373,198,10,2024-10-08 16:11:56.496826
374,198,11,2024-10-08 16:11:56.496826
375,198,12,2024-10-08 16:11:56.496826
376,199,6,2024-10-08 16:11:56.496826
377,200,6,2024-10-08 16:11:56.496826
378,201,6,2024-10-08 16:11:56.496826
379,202,5,2024-10-08 16:11:56.496826
380,203,6,2024-10-08 16:11:56.496826
381,204,3,2024-10-08 16:11:56.496826
382,204,13,2024-10-08 16:11:56.496826
383,205,5,2024-10-08 16:11:56.496826
384,206,2,2024-10-08 16:11:56.496826
385,206,7,2024-10-08 16:11:56.496826
386,206,9,2024-10-08 16:11:56.496826
387,207,7,2024-10-08 16:11:56.496826
388,208,5,2024-10-08 16:11:56.496826
389,208,6,2024-10-08 16:11:56.496826
390,209,14,2024-10-08 16:11:56.496826
391,210,2,2024-10-08 16:11:56.496826
392,211,2,2024-10-08 16:11:56.496826
393,211,9,2024-10-08 16:11:56.496826
394,212,2,2024-10-08 16:11:56.496826
395,212,7,2024-10-08 16:11:56.496826
396,212,9,2024-10-08 16:11:56.496826
397,213,2,2024-10-08 16:11:56.496826
398,213,4,2024-10-08 16:11:56.496826
399,213,7,2024-10-08 16:11:56.496826
400,213,8,2024-10-08 16:11:56.496826
401,214,5,2024-10-08 16:11:56.496826
402,215,2,2024-10-08 16:11:56.496826
403,215,6,2024-10-08 16:11:56.496826
404,216,8,2024-10-08 16:11:56.496826
405,216,14,2024-10-08 16:11:56.496826
406,217,5,2024-10-08 16:11:56.496826
407,217,6,2024-10-08 16:11:56.496826
408,218,15,2024-10-08 16:11:56.496826
409,219,6,2024-10-08 16:11:56.496826
410,220,5,2024-10-08 16:11:56.496826
411,221,6,2024-10-08 16:11:56.496826
412,222,4,2024-10-08 16:11:56.496826
413,222,8,2024-10-08 16:11:56.496826
414,222,9,2024-10-08 16:11:56.496826
415,223,14,2024-10-08 16:11:56.496826
416,224,6,2024-10-08 16:11:56.496826
417,225,2,2024-10-08 16:11:56.496826
418,225,5,2024-10-08 16:11:56.496826
419,225,7,2024-10-08 16:11:56.496826
420,226,5,2024-10-08 16:11:56.496826
421,226,9,2024-10-08 16:11:56.496826
422,227,2,2024-10-08 16:11:56.496826
423,228,2,2024-10-08 16:11:56.496826
424,229,2,2024-10-08 16:11:56.496826
425,229,6,2024-10-08 16:11:56.496826
426,229,7,2024-10-08 16:11:56.496826
427,230,2,2024-10-08 16:11:56.496826
428,230,5,2024-10-08 16:11:56.496826
429,230,12,2024-10-08 16:11:56.496826
430,231,2,2024-10-08 16:11:56.496826
431,231,7,2024-10-08 16:11:56.496826
432,232,6,2024-10-08 16:11:56.496826
433,232,10,2024-10-08 16:11:56.496826
434,232,11,2024-10-08 16:11:56.496826
435,232,12,2024-10-08 16:11:56.496826
436,233,2,2024-10-08 16:11:56.496826
437,233,3,2024-10-08 16:11:56.496826
438,233,5,2024-10-08 16:11:56.496826
439,233,7,2024-10-08 16:11:56.496826
440,234,3,2024-10-08 16:11:56.496826
441,235,6,2024-10-08 16:11:56.496826
442,236,3,2024-10-08 16:11:56.496826
443,236,9,2024-10-08 16:11:56.496826
444,237,2,2024-10-08 16:11:56.496826
445,237,6,2024-10-08 16:11:56.496826
446,237,8,2024-10-08 16:11:56.496826
447,238,6,2024-10-08 16:11:56.496826
448,239,13,2024-10-08 16:11:56.496826
449,240,6,2024-10-08 16:11:56.496826
450,240,9,2024-10-08 16:11:56.496826
451,241,14,2024-10-08 16:11:56.496826
452,242,3,2024-10-08 16:11:56.496826
453,243,2,2024-10-08 16:11:56.496826
454,243,5,2024-10-08 16:11:56.496826
455,243,6,2024-10-08 16:11:56.496826
456,244,10,2024-10-08 16:11:56.496826
457,244,11,2024-10-08 16:11:56.496826
458,244,12,2024-10-08 16:11:56.496826
459,245,2,2024-10-08 16:11:56.496826
460,245,6,2024-10-08 16:11:56.496826
461,246,11,2024-10-08 16:11:56.496826
462,247,3,2024-10-08 16:11:56.496826
463,248,6,2024-10-08 16:11:56.496826
464,249,3,2024-10-08 16:11:56.496826
465,250,14,2024-10-08 16:11:56.496826
466,251,7,2024-10-08 16:11:56.496826
467,251,8,2024-10-08 16:11:56.496826
468,252,14,2024-10-08 16:11:56.496826
469,253,6,2024-10-08 16:11:56.496826
470,254,3,2024-10-08 16:11:56.496826
471,255,2,2024-10-08 16:11:56.496826
472,255,6,2024-10-08 16:11:56.496826
473,255,7,2024-10-08 16:11:56.496826
474,256,13,2024-10-08 16:11:56.496826
475,257,5,2024-10-08 16:11:56.496826
476,258,6,2024-10-08 16:11:56.496826
477,259,6,2024-10-08 16:11:56.496826
478,260,3,2024-10-08 16:11:56.496826
479,260,10,2024-10-08 16:11:56.496826
480,260,11,2024-10-08 16:11:56.496826
481,260,12,2024-10-08 16:11:56.496826
482,261,6,2024-10-08 16:11:56.496826
483,262,2,2024-10-08 16:11:56.496826
484,262,3,2024-10-08 16:11:56.496826
485,262,5,2024-10-08 16:11:56.496826
486,263,6,2024-10-08 16:11:56.496826
487,264,5,2024-10-08 16:11:56.496826
488,264,6,2024-10-08 16:11:56.496826
489,264,12,2024-10-08 16:11:56.496826
490,265,5,2024-10-08 16:11:56.496826
491,266,2,2024-10-08 16:11:56.496826
492,266,3,2024-10-08 16:11:56.496826
493,266,7,2024-10-08 16:11:56.496826
494,267,14,2024-10-08 16:11:56.496826
495,268,9,2024-10-08 16:11:56.496826
496,269,2,2024-10-08 16:11:56.496826
497,269,6,2024-10-08 16:11:56.496826
498,270,6,2024-10-08 16:11:56.496826
499,271,2,2024-10-08 16:11:56.496826
500,271,3,2024-10-08 16:11:56.496826
501,271,7,2024-10-08 16:11:56.496826
502,271,9,2024-10-08 16:11:56.496826
503,272,3,2024-10-08 16:11:56.496826
504,272,5,2024-10-08 16:11:56.496826
505,272,8,2024-10-08 16:11:56.496826
506,273,2,2024-10-08 16:11:56.496826
507,273,6,2024-10-08 16:11:56.496826
508,274,15,2024-10-08 16:11:56.496826
509,275,6,2024-10-08 16:11:56.496826
510,276,6,2024-10-08 16:11:56.496826
511,277,2,2024-10-08 16:11:56.496826
512,277,9,2024-10-08 16:11:56.496826
513,278,6,2024-10-08 16:11:56.496826
514,279,6,2024-10-08 16:11:56.496826
515,280,2,2024-10-08 16:11:56.496826
516,280,7,2024-10-08 16:11:56.496826
517,280,9,2024-10-08 16:11:56.496826
518,281,10,2024-10-08 16:11:56.496826
519,281,11,2024-10-08 16:11:56.496826
520,281,12,2024-10-08 16:11:56.496826
521,282,6,2024-10-08 16:11:56.496826
522,282,9,2024-10-08 16:11:56.496826
523,282,13,2024-10-08 16:11:56.496826
524,282,15,2024-10-08 16:11:56.496826
525,283,6,2024-10-08 16:11:56.496826
526,284,2,2024-10-08 16:11:56.496826
527,284,5,2024-10-08 16:11:56.496826
528,284,7,2024-10-08 16:11:56.496826
529,285,5,2024-10-08 16:11:56.496826
530,286,6,2024-10-08 16:11:56.496826
531,286,7,2024-10-08 16:11:56.496826
532,286,13,2024-10-08 16:11:56.496826
533,287,3,2024-10-08 16:11:56.496826
534,287,14,2024-10-08 16:11:56.496826
535,288,6,2024-10-08 16:11:56.496826
536,288,9,2024-10-08 16:11:56.496826
537,289,5,2024-10-08 16:11:56.496826
538,290,2,2024-10-08 16:11:56.496826
539,290,5,2024-10-08 16:11:56.496826
540,291,6,2024-10-08 16:11:56.496826
541,291,7,2024-10-08 16:11:56.496826
542,292,6,2024-10-08 16:11:56.496826
543,293,6,2024-10-08 16:11:56.496826
544,294,2,2024-10-08 16:11:56.496826
545,294,6,2024-10-08 16:11:56.496826
546,295,6,2024-10-08 16:11:56.496826
547,296,3,2024-10-08 16:11:56.496826
548,296,5,2024-10-08 16:11:56.496826
549,296,9,2024-10-08 16:11:56.496826
550,297,3,2024-10-08 16:11:56.496826
551,297,5,2024-10-08 16:11:56.496826
552,297,6,2024-10-08 16:11:56.496826
553,298,6,2024-10-08 16:11:56.496826
554,299,7,2024-10-08 16:11:56.496826
555,300,4,2024-10-08 16:11:56.496826
556,301,2,2024-10-08 16:11:56.496826
557,301,6,2024-10-08 16:11:56.496826
558,302,6,2024-10-08 16:11:56.496826
559,302,9,2024-10-08 16:11:56.496826
560,303,14,2024-10-08 16:11:56.496826
561,304,15,2024-10-08 16:11:56.496826
562,305,3,2024-10-08 16:11:56.496826
563,305,9,2024-10-08 16:11:56.496826
564,305,12,2024-10-08 16:11:56.496826
565,306,5,2024-10-08 16:11:56.496826
566,306,12,2024-10-08 16:11:56.496826
567,307,6,2024-10-08 16:11:56.496826
568,308,3,2024-10-08 16:11:56.496826
569,308,7,2024-10-08 16:11:56.496826
570,309,13,2024-10-08 16:11:56.496826
571,310,5,2024-10-08 16:11:56.496826
572,311,4,2024-10-08 16:11:56.496826
573,311,6,2024-10-08 16:11:56.496826
574,312,5,2024-10-08 16:11:56.496826
575,312,8,2024-10-08 16:11:56.496826
576,313,2,2024-10-08 16:11:56.496826
577,314,2,2024-10-08 16:11:56.496826
578,314,7,2024-10-08 16:11:56.496826
579,315,3,2024-10-08 16:11:56.496826
580,315,14,2024-10-08 16:11:56.496826
581,316,10,2024-10-08 16:11:56.496826
582,316,11,2024-10-08 16:11:56.496826
583,316,12,2024-10-08 16:11:56.496826
584,317,2,2024-10-08 16:11:56.496826
585,318,3,2024-10-08 16:11:56.496826
586,318,5,2024-10-08 16:11:56.496826
587,318,7,2024-10-08 16:11:56.496826
588,319,14,2024-10-08 16:11:56.496826
589,320,2,2024-10-08 16:11:56.496826
590,320,7,2024-10-08 16:11:56.496826
591,320,9,2024-10-08 16:11:56.496826
592,321,7,2024-10-08 16:11:56.496826
593,322,12,2024-10-08 16:11:56.496826
594,323,3,2024-10-08 16:11:56.496826
595,324,15,2024-10-08 16:11:56.496826
596,325,2,2024-10-08 16:11:56.496826
597,325,6,2024-10-08 16:11:56.496826
598,325,9,2024-10-08 16:11:56.496826
599,326,3,2024-10-08 16:11:56.496826
600,326,6,2024-10-08 16:11:56.496826
601,327,5,2024-10-08 16:11:56.496826
602,327,6,2024-10-08 16:11:56.496826
603,328,5,2024-10-08 16:11:56.496826
604,328,12,2024-10-08 16:11:56.496826
605,329,5,2024-10-08 16:11:56.496826
606,329,7,2024-10-08 16:11:56.496826
607,330,2,2024-10-08 16:11:56.496826
608,330,6,2024-10-08 16:11:56.496826
609,331,2,2024-10-08 16:11:56.496826
610,332,5,2024-10-08 16:11:56.496826
611,332,6,2024-10-08 16:11:56.496826
612,332,8,2024-10-08 16:11:56.496826
613,333,14,2024-10-08 16:11:56.496826
614,334,2,2024-10-08 16:11:56.496826
615,335,5,2024-10-08 16:11:56.496826
616,336,2,2024-10-08 16:11:56.496826
617,336,7,2024-10-08 16:11:56.496826
618,337,3,2024-10-08 16:11:56.496826
619,337,6,2024-10-08 16:11:56.496826
620,338,14,2024-10-08 16:11:56.496826
621,339,2,2024-10-08 16:11:56.496826
622,339,5,2024-10-08 16:11:56.496826
623,340,5,2024-10-08 16:11:56.496826
624,341,5,2024-10-08 16:11:56.496826
625,341,7,2024-10-08 16:11:56.496826
626,342,5,2024-10-08 16:11:56.496826
627,342,15,2024-10-08 16:11:56.496826
628,343,6,2024-10-08 16:11:56.496826
629,343,7,2024-10-08 16:11:56.496826
630,344,15,2024-10-08 16:11:56.496826
631,345,2,2024-10-08 16:11:56.496826
632,345,6,2024-10-08 16:11:56.496826
633,346,6,2024-10-08 16:11:56.496826
634,347,5,2024-10-08 16:11:56.496826
