id,skill_id,user_id,competency,data_loaded_at
52,20,4,advanced,2024-10-08 16:11:56.496826
53,17,4,intermediate,2024-10-08 16:11:56.496826
54,1,4,intermediate,2024-10-08 16:11:56.496826
55,15,4,advanced,2024-10-08 16:11:56.496826
56,7,5,advanced,2024-10-08 16:11:56.496826
57,9,5,advanced,2024-10-08 16:11:56.496826
58,2,5,advanced,2024-10-08 16:11:56.496826
59,6,5,intermediate,2024-10-08 16:11:56.496826
60,3,5,advanced,2024-10-08 16:11:56.496826
61,12,5,advanced,2024-10-08 16:11:56.496826
62,18,5,intermediate,2024-10-08 16:11:56.496826
63,13,5,intermediate,2024-10-08 16:11:56.496826
64,8,5,advanced,2024-10-08 16:11:56.496826
65,17,5,advanced,2024-10-08 16:11:56.496826
66,14,5,intermediate,2024-10-08 16:11:56.496826
67,5,5,advanced,2024-10-08 16:11:56.496826
68,20,5,advanced,2024-10-08 16:11:56.496826
69,15,5,advanced,2024-10-08 16:11:56.496826
70,1,5,intermediate,2024-10-08 16:11:56.496826
71,11,5,advanced,2024-10-08 16:11:56.496826
72,19,5,advanced,2024-10-08 16:11:56.496826
73,55,5,intermediate,2024-10-08 16:11:56.496826
74,16,5,intermediate,2024-10-08 16:11:56.496826
75,10,5,advanced,2024-10-08 16:11:56.496826
76,2,6,advanced,2024-10-08 16:11:56.496826
77,55,6,advanced,2024-10-08 16:11:56.496826
78,18,6,intermediate,2024-10-08 16:11:56.496826
79,14,6,advanced,2024-10-08 16:11:56.496826
80,20,6,advanced,2024-10-08 16:11:56.496826
81,9,6,intermediate,2024-10-08 16:11:56.496826
82,16,6,advanced,2024-10-08 16:11:56.496826
83,19,6,advanced,2024-10-08 16:11:56.496826
84,12,6,advanced,2024-10-08 16:11:56.496826
85,13,6,advanced,2024-10-08 16:11:56.496826
86,15,6,advanced,2024-10-08 16:11:56.496826
87,6,6,advanced,2024-10-08 16:11:56.496826
88,7,6,advanced,2024-10-08 16:11:56.496826
89,1,6,advanced,2024-10-08 16:11:56.496826
90,11,6,advanced,2024-10-08 16:11:56.496826
91,10,6,advanced,2024-10-08 16:11:56.496826
92,3,6,advanced,2024-10-08 16:11:56.496826
93,4,6,advanced,2024-10-08 16:11:56.496826
94,8,6,advanced,2024-10-08 16:11:56.496826
95,17,6,advanced,2024-10-08 16:11:56.496826
96,5,6,advanced,2024-10-08 16:11:56.496826
97,6,7,intermediate,2024-10-08 16:11:56.496826
98,18,7,advanced,2024-10-08 16:11:56.496826
99,9,7,advanced,2024-10-08 16:11:56.496826
100,15,7,advanced,2024-10-08 16:11:56.496826
101,4,7,advanced,2024-10-08 16:11:56.496826
102,2,7,intermediate,2024-10-08 16:11:56.496826
103,17,7,advanced,2024-10-08 16:11:56.496826
104,13,7,advanced,2024-10-08 16:11:56.496826
105,16,7,advanced,2024-10-08 16:11:56.496826
106,19,7,advanced,2024-10-08 16:11:56.496826
107,7,7,advanced,2024-10-08 16:11:56.496826
108,5,7,advanced,2024-10-08 16:11:56.496826
109,55,7,advanced,2024-10-08 16:11:56.496826
110,1,7,intermediate,2024-10-08 16:11:56.496826
111,14,7,intermediate,2024-10-08 16:11:56.496826
112,10,7,advanced,2024-10-08 16:11:56.496826
113,5,8,advanced,2024-10-08 16:11:56.496826
114,16,8,advanced,2024-10-08 16:11:56.496826
115,18,8,advanced,2024-10-08 16:11:56.496826
116,4,8,intermediate,2024-10-08 16:11:56.496826
117,7,8,advanced,2024-10-08 16:11:56.496826
118,2,8,advanced,2024-10-08 16:11:56.496826
119,17,8,advanced,2024-10-08 16:11:56.496826
120,15,8,advanced,2024-10-08 16:11:56.496826
121,9,8,advanced,2024-10-08 16:11:56.496826
122,20,8,advanced,2024-10-08 16:11:56.496826
123,55,8,advanced,2024-10-08 16:11:56.496826
124,13,8,advanced,2024-10-08 16:11:56.496826
125,10,8,intermediate,2024-10-08 16:11:56.496826
126,6,8,advanced,2024-10-08 16:11:56.496826
127,12,9,advanced,2024-10-08 16:11:56.496826
128,15,9,advanced,2024-10-08 16:11:56.496826
129,16,9,advanced,2024-10-08 16:11:56.496826
130,11,9,advanced,2024-10-08 16:11:56.496826
131,5,9,intermediate,2024-10-08 16:11:56.496826
132,19,9,advanced,2024-10-08 16:11:56.496826
133,1,9,advanced,2024-10-08 16:11:56.496826
134,6,9,advanced,2024-10-08 16:11:56.496826
135,55,9,advanced,2024-10-08 16:11:56.496826
136,8,9,advanced,2024-10-08 16:11:56.496826
137,20,9,intermediate,2024-10-08 16:11:56.496826
138,18,9,advanced,2024-10-08 16:11:56.496826
139,9,9,advanced,2024-10-08 16:11:56.496826
140,10,9,advanced,2024-10-08 16:11:56.496826
141,2,9,advanced,2024-10-08 16:11:56.496826
142,3,9,advanced,2024-10-08 16:11:56.496826
143,13,9,advanced,2024-10-08 16:11:56.496826
144,7,9,advanced,2024-10-08 16:11:56.496826
145,14,10,advanced,2024-10-08 16:11:56.496826
146,1,10,advanced,2024-10-08 16:11:56.496826
147,16,10,advanced,2024-10-08 16:11:56.496826
148,8,10,advanced,2024-10-08 16:11:56.496826
149,20,10,advanced,2024-10-08 16:11:56.496826
150,7,10,advanced,2024-10-08 16:11:56.496826
151,19,10,advanced,2024-10-08 16:11:56.496826
152,55,10,advanced,2024-10-08 16:11:56.496826
153,6,10,advanced,2024-10-08 16:11:56.496826
154,4,10,advanced,2024-10-08 16:11:56.496826
155,2,10,advanced,2024-10-08 16:11:56.496826
156,5,10,advanced,2024-10-08 16:11:56.496826
157,12,10,advanced,2024-10-08 16:11:56.496826
158,15,10,advanced,2024-10-08 16:11:56.496826
159,3,10,advanced,2024-10-08 16:11:56.496826
160,9,10,intermediate,2024-10-08 16:11:56.496826
161,11,10,advanced,2024-10-08 16:11:56.496826
162,10,10,advanced,2024-10-08 16:11:56.496826
163,5,11,advanced,2024-10-08 16:11:56.496826
164,20,11,advanced,2024-10-08 16:11:56.496826
165,10,11,advanced,2024-10-08 16:11:56.496826
166,3,11,intermediate,2024-10-08 16:11:56.496826
167,6,11,intermediate,2024-10-08 16:11:56.496826
168,11,11,advanced,2024-10-08 16:11:56.496826
169,4,11,intermediate,2024-10-08 16:11:56.496826
170,19,11,advanced,2024-10-08 16:11:56.496826
171,1,11,advanced,2024-10-08 16:11:56.496826
172,8,11,intermediate,2024-10-08 16:11:56.496826
173,16,11,advanced,2024-10-08 16:11:56.496826
174,18,11,advanced,2024-10-08 16:11:56.496826
175,14,11,advanced,2024-10-08 16:11:56.496826
176,12,11,advanced,2024-10-08 16:11:56.496826
177,7,12,intermediate,2024-10-08 16:11:56.496826
178,16,12,advanced,2024-10-08 16:11:56.496826
179,13,12,advanced,2024-10-08 16:11:56.496826
180,4,12,advanced,2024-10-08 16:11:56.496826
181,14,12,advanced,2024-10-08 16:11:56.496826
182,19,12,advanced,2024-10-08 16:11:56.496826
183,10,12,advanced,2024-10-08 16:11:56.496826
184,18,12,advanced,2024-10-08 16:11:56.496826
185,55,12,advanced,2024-10-08 16:11:56.496826
186,6,12,advanced,2024-10-08 16:11:56.496826
187,8,12,advanced,2024-10-08 16:11:56.496826
188,5,12,advanced,2024-10-08 16:11:56.496826
189,11,12,intermediate,2024-10-08 16:11:56.496826
190,3,12,advanced,2024-10-08 16:11:56.496826
191,12,12,advanced,2024-10-08 16:11:56.496826
192,11,13,advanced,2024-10-08 16:11:56.496826
193,17,13,intermediate,2024-10-08 16:11:56.496826
194,10,13,advanced,2024-10-08 16:11:56.496826
195,18,13,advanced,2024-10-08 16:11:56.496826
196,5,13,advanced,2024-10-08 16:11:56.496826
197,19,13,advanced,2024-10-08 16:11:56.496826
198,12,13,advanced,2024-10-08 16:11:56.496826
199,20,13,advanced,2024-10-08 16:11:56.496826
200,55,13,advanced,2024-10-08 16:11:56.496826
201,2,13,advanced,2024-10-08 16:11:56.496826
202,8,13,advanced,2024-10-08 16:11:56.496826
203,9,13,advanced,2024-10-08 16:11:56.496826
204,6,13,intermediate,2024-10-08 16:11:56.496826
205,15,13,advanced,2024-10-08 16:11:56.496826
206,16,13,intermediate,2024-10-08 16:11:56.496826
207,1,13,advanced,2024-10-08 16:11:56.496826
208,7,13,advanced,2024-10-08 16:11:56.496826
209,10,14,advanced,2024-10-08 16:11:56.496826
210,4,14,advanced,2024-10-08 16:11:56.496826
211,17,14,advanced,2024-10-08 16:11:56.496826
212,12,14,advanced,2024-10-08 16:11:56.496826
213,11,14,advanced,2024-10-08 16:11:56.496826
214,16,14,intermediate,2024-10-08 16:11:56.496826
215,7,14,intermediate,2024-10-08 16:11:56.496826
216,13,14,advanced,2024-10-08 16:11:56.496826
217,18,14,advanced,2024-10-08 16:11:56.496826
218,19,14,advanced,2024-10-08 16:11:56.496826
219,14,14,advanced,2024-10-08 16:11:56.496826
220,20,14,intermediate,2024-10-08 16:11:56.496826
221,8,14,advanced,2024-10-08 16:11:56.496826
222,3,14,advanced,2024-10-08 16:11:56.496826
223,5,14,advanced,2024-10-08 16:11:56.496826
224,1,14,advanced,2024-10-08 16:11:56.496826
225,2,14,intermediate,2024-10-08 16:11:56.496826
226,6,14,advanced,2024-10-08 16:11:56.496826
227,6,15,intermediate,2024-10-08 16:11:56.496826
228,5,15,advanced,2024-10-08 16:11:56.496826
229,19,15,intermediate,2024-10-08 16:11:56.496826
230,2,15,advanced,2024-10-08 16:11:56.496826
231,3,15,advanced,2024-10-08 16:11:56.496826
232,9,15,intermediate,2024-10-08 16:11:56.496826
233,14,15,advanced,2024-10-08 16:11:56.496826
234,8,15,advanced,2024-10-08 16:11:56.496826
235,7,15,intermediate,2024-10-08 16:11:56.496826
236,13,15,advanced,2024-10-08 16:11:56.496826
237,10,15,advanced,2024-10-08 16:11:56.496826
238,4,15,advanced,2024-10-08 16:11:56.496826
239,55,15,advanced,2024-10-08 16:11:56.496826
240,11,15,intermediate,2024-10-08 16:11:56.496826
241,15,15,intermediate,2024-10-08 16:11:56.496826
242,18,15,advanced,2024-10-08 16:11:56.496826
243,20,15,advanced,2024-10-08 16:11:56.496826
244,12,15,advanced,2024-10-08 16:11:56.496826
245,17,15,advanced,2024-10-08 16:11:56.496826
246,9,16,advanced,2024-10-08 16:11:56.496826
247,2,16,intermediate,2024-10-08 16:11:56.496826
248,19,16,advanced,2024-10-08 16:11:56.496826
249,11,16,advanced,2024-10-08 16:11:56.496826
250,16,16,advanced,2024-10-08 16:11:56.496826
251,13,16,advanced,2024-10-08 16:11:56.496826
252,12,16,advanced,2024-10-08 16:11:56.496826
253,7,16,intermediate,2024-10-08 16:11:56.496826
254,14,16,advanced,2024-10-08 16:11:56.496826
255,10,16,advanced,2024-10-08 16:11:56.496826
256,18,16,advanced,2024-10-08 16:11:56.496826
257,20,16,advanced,2024-10-08 16:11:56.496826
258,15,16,advanced,2024-10-08 16:11:56.496826
259,6,16,advanced,2024-10-08 16:11:56.496826
260,55,16,intermediate,2024-10-08 16:11:56.496826
261,1,16,advanced,2024-10-08 16:11:56.496826
262,17,16,advanced,2024-10-08 16:11:56.496826
263,17,17,advanced,2024-10-08 16:11:56.496826
264,55,17,advanced,2024-10-08 16:11:56.496826
265,10,17,advanced,2024-10-08 16:11:56.496826
266,1,17,intermediate,2024-10-08 16:11:56.496826
267,13,17,advanced,2024-10-08 16:11:56.496826
268,5,17,advanced,2024-10-08 16:11:56.496826
269,3,17,advanced,2024-10-08 16:11:56.496826
270,16,17,intermediate,2024-10-08 16:11:56.496826
271,11,17,advanced,2024-10-08 16:11:56.496826
272,15,17,advanced,2024-10-08 16:11:56.496826
273,12,17,intermediate,2024-10-08 16:11:56.496826
274,9,17,advanced,2024-10-08 16:11:56.496826
275,4,17,intermediate,2024-10-08 16:11:56.496826
276,7,17,intermediate,2024-10-08 16:11:56.496826
277,8,17,advanced,2024-10-08 16:11:56.496826
278,6,17,advanced,2024-10-08 16:11:56.496826
279,20,17,advanced,2024-10-08 16:11:56.496826
280,6,18,advanced,2024-10-08 16:11:56.496826
281,8,18,advanced,2024-10-08 16:11:56.496826
282,9,18,advanced,2024-10-08 16:11:56.496826
283,14,18,advanced,2024-10-08 16:11:56.496826
284,3,18,advanced,2024-10-08 16:11:56.496826
285,19,18,advanced,2024-10-08 16:11:56.496826
286,16,18,advanced,2024-10-08 16:11:56.496826
287,4,18,intermediate,2024-10-08 16:11:56.496826
288,5,18,advanced,2024-10-08 16:11:56.496826
289,20,18,advanced,2024-10-08 16:11:56.496826
290,7,18,advanced,2024-10-08 16:11:56.496826
291,17,18,advanced,2024-10-08 16:11:56.496826
292,15,18,advanced,2024-10-08 16:11:56.496826
293,55,18,advanced,2024-10-08 16:11:56.496826
294,11,18,advanced,2024-10-08 16:11:56.496826
295,1,18,advanced,2024-10-08 16:11:56.496826
296,5,19,intermediate,2024-10-08 16:11:56.496826
297,18,19,advanced,2024-10-08 16:11:56.496826
298,12,19,advanced,2024-10-08 16:11:56.496826
299,7,19,advanced,2024-10-08 16:11:56.496826
300,3,19,intermediate,2024-10-08 16:11:56.496826
301,13,19,advanced,2024-10-08 16:11:56.496826
302,16,19,advanced,2024-10-08 16:11:56.496826
303,15,19,intermediate,2024-10-08 16:11:56.496826
304,8,19,advanced,2024-10-08 16:11:56.496826
305,2,19,intermediate,2024-10-08 16:11:56.496826
306,9,19,advanced,2024-10-08 16:11:56.496826
307,6,19,advanced,2024-10-08 16:11:56.496826
308,19,19,advanced,2024-10-08 16:11:56.496826
309,4,19,advanced,2024-10-08 16:11:56.496826
310,17,19,intermediate,2024-10-08 16:11:56.496826
311,11,19,advanced,2024-10-08 16:11:56.496826
312,20,19,intermediate,2024-10-08 16:11:56.496826
313,10,19,intermediate,2024-10-08 16:11:56.496826
314,55,19,intermediate,2024-10-08 16:11:56.496826
315,1,19,advanced,2024-10-08 16:11:56.496826
316,1,20,advanced,2024-10-08 16:11:56.496826
317,7,20,advanced,2024-10-08 16:11:56.496826
318,8,20,advanced,2024-10-08 16:11:56.496826
319,55,20,advanced,2024-10-08 16:11:56.496826
320,4,20,advanced,2024-10-08 16:11:56.496826
321,3,20,advanced,2024-10-08 16:11:56.496826
322,15,20,advanced,2024-10-08 16:11:56.496826
323,14,20,intermediate,2024-10-08 16:11:56.496826
324,16,20,advanced,2024-10-08 16:11:56.496826
325,6,20,advanced,2024-10-08 16:11:56.496826
326,20,20,advanced,2024-10-08 16:11:56.496826
327,12,20,advanced,2024-10-08 16:11:56.496826
328,9,20,advanced,2024-10-08 16:11:56.496826
329,5,20,advanced,2024-10-08 16:11:56.496826
330,17,21,advanced,2024-10-08 16:11:56.496826
331,11,21,advanced,2024-10-08 16:11:56.496826
332,7,21,advanced,2024-10-08 16:11:56.496826
333,12,21,advanced,2024-10-08 16:11:56.496826
334,2,21,advanced,2024-10-08 16:11:56.496826
335,4,21,intermediate,2024-10-08 16:11:56.496826
336,6,21,advanced,2024-10-08 16:11:56.496826
337,8,21,advanced,2024-10-08 16:11:56.496826
338,5,21,advanced,2024-10-08 16:11:56.496826
339,16,21,advanced,2024-10-08 16:11:56.496826
340,15,21,advanced,2024-10-08 16:11:56.496826
341,3,21,advanced,2024-10-08 16:11:56.496826
342,18,21,advanced,2024-10-08 16:11:56.496826
343,19,21,advanced,2024-10-08 16:11:56.496826
344,13,21,advanced,2024-10-08 16:11:56.496826
345,10,21,intermediate,2024-10-08 16:11:56.496826
346,1,21,advanced,2024-10-08 16:11:56.496826
347,20,21,advanced,2024-10-08 16:11:56.496826
348,55,21,advanced,2024-10-08 16:11:56.496826
349,9,21,advanced,2024-10-08 16:11:56.496826
350,14,21,intermediate,2024-10-08 16:11:56.496826
351,36,22,intermediate,2024-10-08 16:11:56.496826
352,35,22,intermediate,2024-10-08 16:11:56.496826
353,33,22,advanced,2024-10-08 16:11:56.496826
354,23,22,advanced,2024-10-08 16:11:56.496826
355,32,22,intermediate,2024-10-08 16:11:56.496826
356,27,22,advanced,2024-10-08 16:11:56.496826
357,179,22,advanced,2024-10-08 16:11:56.496826
358,24,22,advanced,2024-10-08 16:11:56.496826
359,9,22,advanced,2024-10-08 16:11:56.496826
360,39,22,advanced,2024-10-08 16:11:56.496826
361,31,22,advanced,2024-10-08 16:11:56.496826
362,29,22,intermediate,2024-10-08 16:11:56.496826
363,30,22,advanced,2024-10-08 16:11:56.496826
364,25,22,advanced,2024-10-08 16:11:56.496826
365,22,22,advanced,2024-10-08 16:11:56.496826
366,28,22,advanced,2024-10-08 16:11:56.496826
367,37,22,advanced,2024-10-08 16:11:56.496826
368,21,22,advanced,2024-10-08 16:11:56.496826
369,34,22,advanced,2024-10-08 16:11:56.496826
370,33,23,advanced,2024-10-08 16:11:56.496826
371,30,23,advanced,2024-10-08 16:11:56.496826
372,26,23,advanced,2024-10-08 16:11:56.496826
373,179,23,advanced,2024-10-08 16:11:56.496826
374,35,23,intermediate,2024-10-08 16:11:56.496826
375,37,23,advanced,2024-10-08 16:11:56.496826
376,28,23,advanced,2024-10-08 16:11:56.496826
377,82,23,intermediate,2024-10-08 16:11:56.496826
378,9,23,advanced,2024-10-08 16:11:56.496826
379,31,23,advanced,2024-10-08 16:11:56.496826
380,23,23,advanced,2024-10-08 16:11:56.496826
381,32,23,advanced,2024-10-08 16:11:56.496826
382,22,23,intermediate,2024-10-08 16:11:56.496826
383,24,23,advanced,2024-10-08 16:11:56.496826
384,34,23,advanced,2024-10-08 16:11:56.496826
385,38,23,advanced,2024-10-08 16:11:56.496826
386,36,23,intermediate,2024-10-08 16:11:56.496826
387,39,23,advanced,2024-10-08 16:11:56.496826
388,21,23,advanced,2024-10-08 16:11:56.496826
389,29,23,advanced,2024-10-08 16:11:56.496826
390,27,23,advanced,2024-10-08 16:11:56.496826
391,28,24,advanced,2024-10-08 16:11:56.496826
392,27,24,advanced,2024-10-08 16:11:56.496826
393,33,24,advanced,2024-10-08 16:11:56.496826
394,36,24,intermediate,2024-10-08 16:11:56.496826
395,21,24,intermediate,2024-10-08 16:11:56.496826
396,25,24,advanced,2024-10-08 16:11:56.496826
397,35,24,intermediate,2024-10-08 16:11:56.496826
398,34,24,advanced,2024-10-08 16:11:56.496826
399,38,24,advanced,2024-10-08 16:11:56.496826
400,30,24,advanced,2024-10-08 16:11:56.496826
401,32,24,intermediate,2024-10-08 16:11:56.496826
402,22,24,advanced,2024-10-08 16:11:56.496826
403,39,24,advanced,2024-10-08 16:11:56.496826
404,29,24,intermediate,2024-10-08 16:11:56.496826
405,26,24,advanced,2024-10-08 16:11:56.496826
406,9,24,intermediate,2024-10-08 16:11:56.496826
407,24,24,advanced,2024-10-08 16:11:56.496826
408,179,24,intermediate,2024-10-08 16:11:56.496826
409,82,24,intermediate,2024-10-08 16:11:56.496826
410,9,25,advanced,2024-10-08 16:11:56.496826
411,32,25,advanced,2024-10-08 16:11:56.496826
412,26,25,advanced,2024-10-08 16:11:56.496826
413,179,25,advanced,2024-10-08 16:11:56.496826
414,35,25,advanced,2024-10-08 16:11:56.496826
415,33,25,advanced,2024-10-08 16:11:56.496826
416,24,25,advanced,2024-10-08 16:11:56.496826
417,82,25,advanced,2024-10-08 16:11:56.496826
418,25,25,advanced,2024-10-08 16:11:56.496826
419,36,25,advanced,2024-10-08 16:11:56.496826
420,37,25,advanced,2024-10-08 16:11:56.496826
421,29,25,advanced,2024-10-08 16:11:56.496826
422,27,25,intermediate,2024-10-08 16:11:56.496826
423,21,25,intermediate,2024-10-08 16:11:56.496826
424,30,25,advanced,2024-10-08 16:11:56.496826
425,28,25,advanced,2024-10-08 16:11:56.496826
426,34,25,advanced,2024-10-08 16:11:56.496826
427,23,25,advanced,2024-10-08 16:11:56.496826
428,39,25,advanced,2024-10-08 16:11:56.496826
429,22,25,intermediate,2024-10-08 16:11:56.496826
430,38,25,advanced,2024-10-08 16:11:56.496826
431,31,25,advanced,2024-10-08 16:11:56.496826
432,23,26,advanced,2024-10-08 16:11:56.496826
433,38,26,advanced,2024-10-08 16:11:56.496826
434,39,26,advanced,2024-10-08 16:11:56.496826
435,32,26,advanced,2024-10-08 16:11:56.496826
436,27,26,intermediate,2024-10-08 16:11:56.496826
437,30,26,advanced,2024-10-08 16:11:56.496826
438,37,26,advanced,2024-10-08 16:11:56.496826
439,22,26,intermediate,2024-10-08 16:11:56.496826
440,24,26,intermediate,2024-10-08 16:11:56.496826
441,33,26,intermediate,2024-10-08 16:11:56.496826
442,9,26,advanced,2024-10-08 16:11:56.496826
443,29,26,intermediate,2024-10-08 16:11:56.496826
444,25,26,intermediate,2024-10-08 16:11:56.496826
445,34,26,intermediate,2024-10-08 16:11:56.496826
446,82,26,advanced,2024-10-08 16:11:56.496826
447,36,26,advanced,2024-10-08 16:11:56.496826
448,179,26,advanced,2024-10-08 16:11:56.496826
449,21,26,advanced,2024-10-08 16:11:56.496826
450,35,26,advanced,2024-10-08 16:11:56.496826
451,31,26,advanced,2024-10-08 16:11:56.496826
452,9,27,advanced,2024-10-08 16:11:56.496826
453,35,27,advanced,2024-10-08 16:11:56.496826
454,39,27,advanced,2024-10-08 16:11:56.496826
455,28,27,advanced,2024-10-08 16:11:56.496826
456,33,27,intermediate,2024-10-08 16:11:56.496826
457,30,27,advanced,2024-10-08 16:11:56.496826
458,37,27,advanced,2024-10-08 16:11:56.496826
459,38,27,advanced,2024-10-08 16:11:56.496826
460,36,27,intermediate,2024-10-08 16:11:56.496826
461,22,27,advanced,2024-10-08 16:11:56.496826
462,82,27,advanced,2024-10-08 16:11:56.496826
463,24,27,intermediate,2024-10-08 16:11:56.496826
464,25,27,advanced,2024-10-08 16:11:56.496826
465,31,27,advanced,2024-10-08 16:11:56.496826
466,32,27,intermediate,2024-10-08 16:11:56.496826
467,29,27,advanced,2024-10-08 16:11:56.496826
468,21,27,advanced,2024-10-08 16:11:56.496826
469,179,27,intermediate,2024-10-08 16:11:56.496826
470,26,27,advanced,2024-10-08 16:11:56.496826
471,9,28,advanced,2024-10-08 16:11:56.496826
472,37,28,intermediate,2024-10-08 16:11:56.496826
473,179,28,advanced,2024-10-08 16:11:56.496826
474,33,28,intermediate,2024-10-08 16:11:56.496826
475,22,28,advanced,2024-10-08 16:11:56.496826
476,30,28,intermediate,2024-10-08 16:11:56.496826
477,34,28,advanced,2024-10-08 16:11:56.496826
478,21,28,advanced,2024-10-08 16:11:56.496826
479,39,28,advanced,2024-10-08 16:11:56.496826
480,26,28,advanced,2024-10-08 16:11:56.496826
481,82,28,intermediate,2024-10-08 16:11:56.496826
482,24,28,intermediate,2024-10-08 16:11:56.496826
483,28,28,advanced,2024-10-08 16:11:56.496826
484,38,28,advanced,2024-10-08 16:11:56.496826
485,23,28,intermediate,2024-10-08 16:11:56.496826
486,29,28,advanced,2024-10-08 16:11:56.496826
487,35,28,advanced,2024-10-08 16:11:56.496826
488,31,28,advanced,2024-10-08 16:11:56.496826
489,27,28,advanced,2024-10-08 16:11:56.496826
490,25,28,advanced,2024-10-08 16:11:56.496826
491,39,29,advanced,2024-10-08 16:11:56.496826
492,23,29,intermediate,2024-10-08 16:11:56.496826
493,34,29,advanced,2024-10-08 16:11:56.496826
494,26,29,advanced,2024-10-08 16:11:56.496826
495,82,29,advanced,2024-10-08 16:11:56.496826
496,28,29,advanced,2024-10-08 16:11:56.496826
497,31,29,advanced,2024-10-08 16:11:56.496826
498,37,29,intermediate,2024-10-08 16:11:56.496826
499,32,29,advanced,2024-10-08 16:11:56.496826
500,24,29,advanced,2024-10-08 16:11:56.496826
501,21,29,intermediate,2024-10-08 16:11:56.496826
502,25,29,advanced,2024-10-08 16:11:56.496826
503,38,29,intermediate,2024-10-08 16:11:56.496826
504,36,29,advanced,2024-10-08 16:11:56.496826
505,35,29,advanced,2024-10-08 16:11:56.496826
506,30,29,advanced,2024-10-08 16:11:56.496826
507,9,29,intermediate,2024-10-08 16:11:56.496826
508,29,29,advanced,2024-10-08 16:11:56.496826
509,27,29,advanced,2024-10-08 16:11:56.496826
510,30,30,advanced,2024-10-08 16:11:56.496826
511,28,30,intermediate,2024-10-08 16:11:56.496826
512,23,30,advanced,2024-10-08 16:11:56.496826
513,29,30,advanced,2024-10-08 16:11:56.496826
514,33,30,intermediate,2024-10-08 16:11:56.496826
515,179,30,advanced,2024-10-08 16:11:56.496826
516,9,30,advanced,2024-10-08 16:11:56.496826
517,38,30,advanced,2024-10-08 16:11:56.496826
518,39,30,intermediate,2024-10-08 16:11:56.496826
519,21,30,intermediate,2024-10-08 16:11:56.496826
520,35,30,advanced,2024-10-08 16:11:56.496826
521,31,30,intermediate,2024-10-08 16:11:56.496826
522,36,30,advanced,2024-10-08 16:11:56.496826
523,24,30,advanced,2024-10-08 16:11:56.496826
524,26,30,intermediate,2024-10-08 16:11:56.496826
525,82,30,advanced,2024-10-08 16:11:56.496826
526,32,30,intermediate,2024-10-08 16:11:56.496826
527,38,31,advanced,2024-10-08 16:11:56.496826
528,22,31,advanced,2024-10-08 16:11:56.496826
529,35,31,advanced,2024-10-08 16:11:56.496826
530,26,31,advanced,2024-10-08 16:11:56.496826
531,24,31,advanced,2024-10-08 16:11:56.496826
532,23,31,advanced,2024-10-08 16:11:56.496826
